-0.280000	-35.962500
-0.260000	-35.824800
-0.240000	-35.697400
-0.220000	-35.580100
-0.200000	-35.473100
-0.180000	-35.376300
-0.160000	-35.289800
-0.140000	-35.213400
-0.120000	-35.147300
-0.100000	-35.091500
-0.080000	-35.045800
-0.060000	-35.010200
-0.040000	-34.984900
-0.020000	-34.969700
0.000000	-34.964600
0.020000	-34.969700
0.040000	-34.984900
0.060000	-35.010300
0.080000	-35.045900
0.100000	-35.091600
0.120000	-35.147500
0.140000	-35.213700
0.160000	-35.290000
0.180000	-35.376600
0.200000	-35.473400
0.220000	-35.580400
0.240000	-35.697700
0.260000	-35.825200
0.280000	-35.962900
0.300000	-36.110700
0.320000	-36.268600
0.340000	-36.436400
0.360000	-36.614000
0.380000	-36.801300
0.400000	-36.998100
0.420000	-37.204100
0.440000	-37.419100
0.460000	-37.642700
0.480000	-37.874600
0.500000	-38.114300
0.520000	-38.361400
0.540000	-38.615200
0.560000	-38.875300
0.580000	-39.140800
0.600000	-39.411100
0.620000	-39.685300
0.640000	-39.962500
0.660000	-40.241800
0.680000	-40.522200
0.700000	-40.802500
0.720000	-41.081600
0.740000	-41.358300
0.760000	-41.631200
0.780000	-41.899100
0.800000	-42.160500
0.820000	-42.414000
0.840000	-42.658300
0.860000	-42.891700
0.880000	-43.112800
0.900000	-43.320200
0.920000	-43.512300
0.940000	-43.687700
0.960000	-43.845100
0.980000	-43.982900
1.000000	-44.100100
1.020000	-44.195200
1.040000	-44.267300
1.060000	-44.315200
1.080000	-44.338100
1.100000	-44.335200
1.120000	-44.305800
1.140000	-44.249400
1.160000	-44.165700
1.180000	-44.054400
1.200000	-43.915500
1.220000	-43.749300
1.240000	-43.555800
1.260000	-43.334200
1.280000	-43.086300
1.300000	-42.812700
1.320000	-42.514400
1.340000	-42.192600
1.360000	-41.848300
1.380000	-41.483100
1.400000	-41.098200
1.420000	-40.695300
1.440000	-40.275900
1.460000	-39.841900
1.480000	-39.394900
1.500000	-38.936700
1.520000	-38.469000
1.540000	-37.993900
1.560000	-37.513000
1.580000	-37.028100
1.600000	-36.540900
1.620000	-36.053300
1.640000	-35.566800
1.660000	-35.083000
1.680000	-34.603500
1.700000	-34.129700
1.720000	-33.662800
1.740000	-33.204300
1.760000	-32.755100
1.780000	-32.316500
1.800000	-31.889400
1.820000	-31.474600
1.840000	-31.072900
1.860000	-30.685000
1.880000	-30.311500
1.900000	-29.952800
1.920000	-29.609500
1.940000	-29.281700
1.960000	-28.969900
1.980000	-28.674100
2.000000	-28.394500
2.020000	-28.131100
2.040000	-27.883900
2.060000	-27.653000
2.080000	-27.438100
2.100000	-27.239200
2.120000	-27.056100
2.140000	-26.888700
2.160000	-26.736600
2.180000	-26.599700
2.200000	-26.477800
2.220000	-26.370500
2.240000	-26.277600
2.260000	-26.198900
2.280000	-26.134000
2.300000	-26.082700
2.320000	-26.044700
2.340000	-26.019800
2.360000	-26.007600
2.380000	-26.008100
2.400000	-26.020800
2.420000	-26.045600
2.440000	-26.082300
2.460000	-26.130600
2.480000	-26.190400
2.500000	-26.228300
2.520000	-26.276600
2.540000	-26.335200
2.560000	-26.404100
2.580000	-26.483400
2.600000	-26.573100
2.620000	-26.673100
2.640000	-26.783400
2.660000	-26.904000
2.680000	-27.034800
2.700000	-27.175800
2.720000	-27.326900
2.740000	-27.487900
2.760000	-27.658700
2.780000	-27.839100
2.800000	-28.028900
2.820000	-28.227800
2.840000	-28.435600
2.860000	-28.651900
2.880000	-28.876300
2.900000	-29.108300
2.920000	-29.347300
2.940000	-29.592900
2.960000	-29.844300
2.980000	-30.100700
3.000000	-30.361400
3.020000	-30.625500
3.040000	-30.891800
3.060000	-31.159400
3.080000	-31.427100
3.100000	-31.693500
3.120000	-31.957400
3.140000	-32.217300
3.160000	-32.471600
3.180000	-32.718700
3.200000	-32.957000
3.220000	-33.184600
3.240000	-33.399800
3.260000	-33.600700
3.280000	-33.785400
3.300000	-33.951900
3.320000	-34.098200
3.340000	-34.222400
3.360000	-34.322600
3.380000	-34.396800
3.400000	-34.443100
3.420000	-34.459800
3.440000	-34.445100
3.460000	-34.397500
3.480000	-34.315300
3.500000	-34.197400
3.520000	-34.042300
3.540000	-33.849200
3.560000	-33.617200
3.580000	-33.345700
3.600000	-33.034100
3.620000	-32.682400
3.640000	-32.290500
3.660000	-31.858800
3.680000	-31.387500
3.700000	-30.877600
3.720000	-30.329900
