-3.720000	-30.335900
-3.700000	-30.883200
-3.680000	-31.392800
-3.660000	-31.863700
-3.640000	-32.295200
-3.620000	-32.686700
-3.600000	-33.038100
-3.580000	-33.349300
-3.560000	-33.620500
-3.540000	-33.852200
-3.520000	-34.045000
-3.500000	-34.199700
-3.480000	-34.317400
-3.460000	-34.399200
-3.440000	-34.446700
-3.420000	-34.461100
-3.400000	-34.444200
-3.380000	-34.397600
-3.360000	-34.323300
-3.340000	-34.223000
-3.320000	-34.098600
-3.300000	-33.952200
-3.280000	-33.785600
-3.260000	-33.600900
-3.240000	-33.400000
-3.220000	-33.184700
-3.200000	-32.957100
-3.180000	-32.718800
-3.160000	-32.471700
-3.140000	-32.217500
-3.120000	-31.957700
-3.100000	-31.693900
-3.080000	-31.427600
-3.060000	-31.160000
-3.040000	-30.892600
-3.020000	-30.626300
-3.000000	-30.362500
-2.980000	-30.101900
-2.960000	-29.845600
-2.940000	-29.594400
-2.920000	-29.348900
-2.900000	-29.110000
-2.880000	-28.878200
-2.860000	-28.654000
-2.840000	-28.437900
-2.820000	-28.230300
-2.800000	-28.031500
-2.780000	-27.841800
-2.760000	-27.661600
-2.740000	-27.491000
-2.720000	-27.330100
-2.700000	-27.179300
-2.680000	-27.038400
-2.660000	-26.907700
-2.640000	-26.787300
-2.620000	-26.677100
-2.600000	-26.577300
-2.580000	-26.487800
-2.560000	-26.408600
-2.540000	-26.339800
-2.520000	-26.281400
-2.500000	-26.233300
-2.480000	-26.195500
-2.460000	-26.135700
-2.440000	-26.087400
-2.420000	-26.050700
-2.400000	-26.025900
-2.380000	-26.013100
-2.360000	-26.012700
-2.340000	-26.024800
-2.320000	-26.049700
-2.300000	-26.087700
-2.280000	-26.139000
-2.260000	-26.203900
-2.240000	-26.282700
-2.220000	-26.375500
-2.200000	-26.482800
-2.180000	-26.604800
-2.160000	-26.741600
-2.140000	-26.893700
-2.120000	-27.061100
-2.100000	-27.244200
-2.080000	-27.443100
-2.060000	-27.658000
-2.040000	-27.888900
-2.020000	-28.136100
-2.000000	-28.399500
-1.980000	-28.679100
-1.960000	-28.974900
-1.940000	-29.286700
-1.920000	-29.614400
-1.900000	-29.957800
-1.880000	-30.316400
-1.860000	-30.689900
-1.840000	-31.077800
-1.820000	-31.479400
-1.800000	-31.894200
-1.780000	-32.321300
-1.760000	-32.759900
-1.740000	-33.209000
-1.720000	-33.667500
-1.700000	-34.134300
-1.680000	-34.608100
-1.660000	-35.087500
-1.640000	-35.571300
-1.620000	-36.057700
-1.600000	-36.545200
-1.580000	-37.032300
-1.560000	-37.517100
-1.540000	-37.998000
-1.520000	-38.473000
-1.500000	-38.940500
-1.480000	-39.398700
-1.460000	-39.845600
-1.440000	-40.279500
-1.420000	-40.698800
-1.400000	-41.101600
-1.380000	-41.486300
-1.360000	-41.851500
-1.340000	-42.195600
-1.320000	-42.517300
-1.300000	-42.815500
-1.280000	-43.088900
-1.260000	-43.336700
-1.240000	-43.558200
-1.220000	-43.751400
-1.200000	-43.917600
-1.180000	-44.056300
-1.160000	-44.167300
-1.140000	-44.250900
-1.120000	-44.307200
-1.100000	-44.336400
-1.080000	-44.339200
-1.060000	-44.316200
-1.040000	-44.268100
-1.020000	-44.195900
-1.000000	-44.100600
-0.980000	-43.983400
-0.960000	-43.845400
-0.940000	-43.687900
-0.920000	-43.512400
-0.900000	-43.320100
-0.880000	-43.112700
-0.860000	-42.891500
-0.840000	-42.658000
-0.820000	-42.413700
-0.800000	-42.160100
-0.780000	-41.898600
-0.760000	-41.630700
-0.740000	-41.357700
-0.720000	-41.081000
-0.700000	-40.801900
-0.680000	-40.521600
-0.660000	-40.241200
-0.640000	-39.961900
-0.620000	-39.684600
-0.600000	-39.410400
-0.580000	-39.140100
-0.560000	-38.874600
-0.540000	-38.614500
-0.520000	-38.360700
-0.500000	-38.113600
-0.480000	-37.873900
-0.460000	-37.642100
-0.440000	-37.418400
-0.420000	-37.203500
-0.400000	-36.997500
-0.380000	-36.800700
-0.360000	-36.613500
-0.340000	-36.435900
-0.320000	-36.268100
-0.300000	-36.110200
